text,label
veins calves become prominent causing discomfort cant stand long periods time causes pain legs similar cramps,17
swelling legs gotten worse past weeks causing difficulty fitting shoes also causing discomfort sit long periods time,17
really high fever problems breathing heart racing quite quickly im perspiring lot feel chilly exhausted im also cough brownish phlegm,14
skin rash causing great deal pain also small red spots developing near neck since yesterday severe fever headache fatigue,4
standing walking long periods time causes lot pain legs get cramps upon physical activities bruise marks legs,17
ive coughing nonstop days also respiratory issues fever roof im weak worn symptoms really challenging control,2
increased thirst frequent urination often dry mouth throat recently increased hunger appetite,19
high temperature vomiting chills severe itching addition ive perspiring lot headache ive also bothered nausea muscle ache,12
also experiencing flulike symptoms fever body pain noticed red rashes blistering sores near nose lips itchy uncomfortable,10
strong appetite constantly hungry stomach occasionally aches cramps really painful gas bloating eating,22
experiencing lot belly pain constipation really annoying sometimes feel strong urge vomit feeling weak,16
recently muscles neck become tight weak since joints matured difficult american government run without becoming stiff walking also quite unpleasant,1
along increased hunger sore neck melancholy impatience visual distortion ive also experiencing acid reflux indigestion frequent headaches blurred eyesight,13
dealing back pain cough wont go away weakness arms legs neck hurts problems dizziness maintaining balance,3
ive suffering severe itching body driving insane also red irritating rash,4
add frequent headaches blurred vision increased appetite stiff neck anxiety irritability visual disturbance stomach problems including indigestion acidity,13
pee dark often bloody often unfathomable smell temperature fluctuations pretty frequently often able sleep night,23
lately neck tight muscles weakened swelling joints make difficult move without getting stiff also agonisingly painful walk,1
ive lot trouble going bathroom lately really painful ive experiencing pain anus stool also bloody anus really irritated,7
experiencing severe headache accompanied pain behind eyes feel tired fatigued work day worried health,6
cough cold awful days sinuses congested face strain additionally ive coughing phlegm hurts chest sense smell muscles hurt lot,5
ive grumpy gloomy lately ive also noticed change vision,13
frequently sneeze nose runs constantly cough eyes sore watery head hurts time,18
ive feeling truly frail muscles recently neck truly solid difficult move around joints swelling walking also extremely painful,1
hey mom hey dad ive feeling really exhausted lately persistent cough breathing become shallow fever high ive also coughing lot thick mucoid sputum,2
result regular vomiting ive lost appetite muscles joints back constantly hurt starting fever really worried sure,6
diarrhea quite fluid smelly accompanied severe abdominal pain headache time feel like vomiting,16
awoke morning realised severe rash body many pusfilled pimples blackheads place skin also scurring lot,0
stomach discomfort severe frequent vomiting constipation also happened im concerned health,16
routinely experience heartburn indigestion particularly consuming spicy fatty foods lean forward lie chest discomfort becomes worse chest hurts lot well,21
pain calves constant becomes worse stand walk long periods time getting constant cramps cant run longer periods time,17
vision foggy appears growing worse feel exhausted worn time also severe dizziness lightheadedness occasion,19
eating frequently feel unwell throw entire meal suffer painful acid reflux excruciating stomach discomfort time,21
ive feeling extremely scratchy sick worn addition ive lost weight temperature urine dark skin turned yellow additionally ive stomach pain,11
mom dad ive feeling really tired weak lately ive cough wont go away hard catch breath fever really high cough ive producing lot mucus,2
high fever severe itching chills vomiting also headache perspiring lot additionally hurting nausea muscle soreness,12
ive dealing bad cough breathing issues drowsiness ive coughing lot thick mucoid sputum high fever really exhausting exhausting right im feeling rather ill,2
keep sneezing eyes dont quit dripping incredibly difficult breathe feels like something trapped throat often feel exhausted lately ive lot phlegm moreover lymph nodes enlarged,5
dry cough never stops palpitations infections dont appear getting better sometimes throat hurts seems get better,19
im feeling really sick uncomfortable like something wrong inside dont know could noticed small red spots arms itches touch,4
feeling fine day suddenly developed headache chest pain dizziness driving home work hard focus concentrate road since,9
occasionally urinate blood occasionally feel queasy help also occasionally get high temps night terrible odour coming pee,23
along excessive appetite stiff neck headaches indigestion acid reflux ive also experiencing sadness impatience visual distortion,13
ive observed lesions face healing slower prone infection lesions cheeks huge unpleasant touch incredibly difficult treat cant seem get sores go away,10
im worried rash skin spreading rapidly causing lot discomforts hardly sleep night itching,4
frequently indigestion heartburn especially eating spicy fatty foods chest hurts lean forward im lying additionally chest hurts lot,21
exhausted lost appetite feel vomiting cant eat anything addition little red spots beginning appear skin near neck really worried health,4
ive experiencing muscular weakness stiffness neck recently joints enlarged making difficult move walking also difficult,1
ive issues exhaustion dry cough breathing high fever coughing lot thick mucoid phlegm,2
ive suffering visual disruptions seeing things distorted eyesight problems,13
experiencing severe back pain cough comes goes weakness limbs neck also hurts feeling dizzy balance,3
fever really high im trouble catching breath im sweating lot feeling cold tired heart beating really fast also brownish phlegm coming,14
ive experienced severe itching chills nausea high fever along headache im also perspiring lot ive also bothered nausea muscle ache,12
ive pretty uncomfortable itch body well red bumpy areas skin also certain patches skin different hue rest ive pimples resemble little balls,8
ive suffering constipation stomach discomfort really uncomfortable last night mild fever,16
get breathing issues wheezing asthma symptoms regularly fevers headaches im always worn,18
blood found urination sometimes nausea urinating regularly feel like im almost feverish,23
constant behind eyes developed red spots neck face rashes arms arms legs pain lot spots itchy uncomfortable worrying,6
ive losing weight experiencing severe itching nausea exhaustion skin become yellow severe fever dark urine ive stomach pain,11
skin acting recently becoming extremely itchy rashesprone additionally certain spots deviate natural skin tone terms hue skin lumps bumps werent,8
im running high temperature near nose red sores forming lesions painful yellow rustcolored fluid oozing,10
along eyesight problems increased appetite sore neck melancholy irritability regular headaches also experiencing acid reflux indigestion frequent dizziness regular activities made tough symptoms causing great deal distress,13
lower abdominal ache bursting sensation urinate since began experience additional symptoms also experiencing low body temperatures ive weak result,23
pee strong odour hazy look since symptoms started ive high temperatures frequent nighttime urges urinate,23
lately ive experiencing constipation pain bowel movements anus really sore bleeding go really painful im really uncomfortable,7
ive constipated really hard go bathroom go hurts stool bloody ive also pain butt anus really itchy irritated,7
hey ive dry cough breathing difficulties well high fever lot mucous produced feel incredibly weak tired,2
ive back pain persistent cough weakness arms legs neck hurts ive feeling offbalance woozy,3
use restroom frequently relieve cant seem get bladder empty occasionally get severe uncontrolled desires urinate well black crimson urine,23
neck swollen im exhausted throat scratchy eyes burning red nose really clogged experiencing facial pressure chest hurts im unable smell anything,5
ive low temps bloody urine past four days pee smells terrible head hurts like hell scarcely control urinate urges strike without warning,23
hairs texture significantly changed im experiencing hair loss scalp dry itching dandruff becoming worse skin also becoming really dry,20
recently muscles felt quite weak neck really tight swollen joints making difficult move walking also painful,1
often wake sore throat scratchy voice throat hurts constantly also poor breath also frequently burp,21
ive losing appetite also trouble swallowing nose running sore throat,18
woke morning saw terrible rash skin blackheads pusfilled pimples place additionally skin shifting lot,0
ive lot trouble bowel movements lately hard go hurts anus really sore bleeding go really painful im really uncomfortable,7
ive felt really scratchy nauseated worn also high fever lost weight skin urine become yellow additionally stomach hurting,11
skin frequently develops itchy bumps occasionally turn red rough aside skin occasionally develops strange pimples resemble small balls odd spots different hue rest skin,8
throat feels though food acid backing lying makes chest pain regularly heartburn indigestion eating puke,21
red sores face near nose noticed rash spreading quickly neck chest,10
must admit high fever persistent cough shortness breath addition ive coughing lot thick mucoid saliva ive feeling really depleted worn,2
im hard time breathing feel really uncomfortable im sweating lot theres lot phlegm throat chest hurts heart beating fast mucus im coughing brownish,14
ive really annoying itch body red bumpy spots skin also areas different color rest skin ive bumps look like little balls,8
experiencing back pain worse sit stand long time also rashes body pain behind eyes,6
ive feeling scratchy sick worn also high fever lost weight skin urine become yellow additional stomach pain ive,11
skin itching lot developing rash additionally areas skin different hue rest additionally firm pimples breakouts skin,8
struggling back pain persistent cough weakness muscles neck hurts problems dizziness loss balance,3
currently dealing number health issues including dry cough difficulty breathing high fever increased mucus production also feeling weak tired,2
along headaches indigestion acid reflux excessive appetite sore neck sadness impatience visual disturbance also experiencing blurred distorted vision,13
developed skin rash covers entire body accompanied intense itching body pains mild fever acompanied headache chills,6
back hurts rashes arms armpits back eyeballs hurt lot also mild fever making us concerned health,6
trouble swallowing frequently feel like food getting stuck throat feel bloated belch constantly always get sour taste mouth,22
long durations standing walking caused severe discomfort legs burning ache gets worse longer im feet,17
frequently feel want urinate strong cravings get woozy disoriented lot moreover lost vision considerably,19
mouth filled sour acidic flavour burping belching frequent hours get pressure fullness upper belly,22
skin breaking rashes scratch rub rash frequently bleeds addition ive observed little dents nails noticeable inflammation nails,15
suffer migraines headaches ive trouble falling asleep muscles trembling twitching sometimes feel dizzy,20
addition head pain chest pain instability balance issues ive already feeling unwell also suppose im issues focusing,9
ive lot problems itching accompanied rash seems getting worse time also patches skin different colors rest ive noticed bumps look like little nodes,8
feeling nauseous constant urge vomit get high fever chills every night feel terrible also feel lost appetite,6
red swollen spots body itches touch moreover also high fever headache always feel exhausted,4
skin rash several pusfilled pimples blackheads bothering lately additionally skin scurring lot,0
red spots arms legs itching makes difficult sleep night also severe headaches mild fever,4
ive itchy throwing along losing weight im also really exhausted skin turned yellow fever high stomach also hurting recently,11
prominent veins calves causing selfconsciousness embarrassment swollen protrude skin making noticeable,17
severe nausea chest discomfort chest aching lately im really nervous shiver lot time,20
periodically find challenging swallow food due tingling throat bad breath bad taste mouth,21
bending reclining makes stomach feel pain eating foods hot acidic food occasionally get loose stools result,22
noticed sores taking longer heal prone infection sores face swollen tender touch uncomfortable handle,10
suffering acid reflux indigestion frequent headaches well distorted vision excessive hunger sore neck depression irritability visual disturbance,13
body pain feeling extreme lost appetite developed rashes arms face back eyes pain lot,6
middle meeting suddenly developed headache chest pain dizziness hard focus concentrate discussion since,9
ive finding incredibly difficult recently use restroom go sporadically hurts much anus surrounding region also quite painful anus feels really aggravated stool extremely bloody,7
appetite ongoing hunger fierce times stomach hurts cramps following meal painful gas bloating,22
ive feeling lousy high temperature shortness breath sweating chills extreme weariness heart beating ive coughing lot brownish phlegm,14
muscles feeling really weak neck extremely tight joints swollen making difficult move hurt lot walk,1
occasion throughout day night burning upper abdomen frequently get extreme nauseous episodes heartburn indigestion,22
nasal congestion blocked nose occasion night stiffness chest pain ive also lost senses taste smell,18
experienced fatigue general feeling malaise often feel tired lack energy even good nights sleep,15
cant get sleep remain asleep stomach pain get exhausted using bathroom stop hungry worry lot time,22
ive lot problems using restroom recently excruciatingly uncomfortable ive feeling agony anus stool bloody well anus really inflamed,7
seen rashes arms neck itches scratch ive also high fever days idea causing itching causing lot discomforts,4
veins legs noticeable cause discomfort seems like major bruise get cramps run,17
doctor high fever since past days saliva also became thick dry cough weakness also seen,2
felt good woke morning day wore began feel headachey sick stomach dizzy since challenging concentrate focus work,9
ive feeling sick feel strong need vomit sharp ache behind eyes swollen red dots back,6
sour acidic taste mouth frequent belching burping feeling pressure fullness upper abdomen last hours,22
cough continued days feel really weak tired fever high breath become strained cough also generate lot mucus,2
feel fatigued time tingling sensation throat also developed flaky skin sometimes get puffy eyes sometimes puffs,18
ive encountering trouble walking headache chest pain dizziness concentration skills focus also challenging,9
entire body trembling shaky ive lost ability taste smell im worn sometimes get racing heart palpitations,19
rash particularly bad around nose large red sores painful yellow rustcolored ooze coming,10
rashes back chest entire body itches skin may dry flaky times frequently leaves body marks,20
indigestion heartburn frequently vomit everything eat trouble swallowing food gets caught throat upper abdomen bothering,21
even dont anything acidic stomach constantly sour taste mouth frequently hiccups lump throat,21
ive scratchy stomach throwing aside losing weight also really exhausted high fever yellow skin besides stomach ache pee black,11
high fever severe itching chills vomiting also headache perspiring lot discomfort also brought nausea muscle ache,12
im shedding hair texture hair changed significantly dry itchy scalp dandruff becoming worse skin also becoming pretty dry,20
ive feeling really sick high fever shortness breath sweating chills extreme fatigue heart rate rapid ive coughing lot brownish sputum,14
trouble breathing especially outside start feel hot start sweat frequently urinary tract infections yeast infections,19
ive tough time constant cough difficulty breathing fatigue fever high ive coughing lot thick mucoid sputum rather draining exhausting im feeling quite sick moment,2
high fever experiencing accompanied sweating weakness muscles pain result work day,6
pee smells strongly cloudy appearance ive high temperatures regular urge urinate night since symptoms first materialised,23
ive rashes face im developing little sores around nose yellow ooze frequently oozing lesions become even painful,10
breathing problems become breath easily eyes ache dry hacking cough face body bloated,18
skin recently severely rashy blackheads pusfilled pimples blocked skin quite delicate well,0
ive feeling scratchy sick worn also high fever lost weight skin urine become yellow additional stomach pain ive,11
experiencing chest pain dizziness headache feels like continual pressure forehead,9
ive facing visual disruptions seeing things distorted eyesight difficulties,13
headache chest pain morning day wore also started feel unsteady unstable feet,9
whole body paining lot dont feel like eating anything mild fever get chills every night also red spots developing back neck,6
neck really tight muscles rather weak swelling joints make hard move without getting stiff additionally walking quite unpleasant,1
ive gained lot weight quite fat appetite varies desires various things,20
swelling legs causing difficulty fitting shoes causing discomfort sit long periods time,17
high fever ive skin rash face neck arms rash made burning red lesions im concerned health,10
ive experiencing frequent intense abrupt cravings urinate sometimes get blood pee smells awful believe infection,23
recently ive scratching lot skin covered rashy places additionally ive pimples rather firm certain spots body different shade brown rest skin,8
ive also suffering diarrhea really uncomfortable comes goes accompanied stomach aches vomiting,16
experiencing acid reflux difficulty digesting food along regular headaches impaired vision,13
occasionally urinate blood feel little queasy help also occasionally get horrible pee odours excessive overnight temps,23
along chest pain dizziness headache feels like narrow zone around head lot trouble,9
im coughing nonstop im shivering terribly stuffy nose face strain addition throat coughing nasty gunk chest hurts muscles hurt lot cant smell anything,5
frequently feel want urinate frequently strong cravings frequently feel woozy bewildered ive also sight loss,19
ive experiencing stiffness weakness neck muscles recently since joints grownup onerous behalf run obtaining stiff addition walking extraordinarily uncomfortable,1
strong itchiness chills nausea high fever part current condition addition headache perspiring lot ive suffering nausea well muscle ache,12
trouble focusing emotions fluctuate brain might seem murky foggy times making difficult complete even straightforward chores,19
